1,0.379993053
9,1.2644275136925982
13,2.1262700400480306
17,3.4072704537892733
18,3.6534166969719557
21,4.150063232968327
23,4.318742148218444
25,4.785864915495858
26,4.972040169180803
28,5.210920672991576
29,5.502119997442078
31,5.669966584184339
32,5.84983172764374
33,6.106923690632417
36,6.399089882158057
37,6.675511103861668
38,6.811795745722465
40,7.056863743416439
41,7.0870108216441094
46,7.514959009635273
48,7.726124873471656
50,7.939516447943043
51,8.015660816347511
53,8.156550697371719
54,8.257347371754319
55,8.306693514086545
56,8.37438403824885
59,8.720783889806999
62,8.892272990536203
69,9.250183590388305
70,9.327547483883063
72,9.416553203847014
81,9.73390403604977
82,9.73168613838255
83,9.737872793148581
85,9.815705477963144
86,9.85264645912089
89,9.832280614995955
95,9.826240571926979
96,9.820136281201385
98,9.810972705204824
100,9.781728819143645
102,9.763729638243294
103,9.734475931727648
104,9.6375340568584
107,9.516251188006231
108,9.500091653500817
109,9.472470066689539
110,9.312809631756911
111,9.234690784478653
112,9.201015056972613
116,9.151957477787281
118,9.069548237088362
120,8.90543446090035
121,8.879650395492545
128,8.269047891697523
129,8.220691252977119
130,8.154609944429334
132,8.137893036964167
135,8.092381448575935
137,7.620319898053348
138,7.601480893914224
139,7.569591408690972
140,7.507689253837432
142,7.285078770541389
143,7.236915392129893
144,7.075392727622745
146,6.878527537873497
148,6.671593946625515
151,6.3887563720685385
152,6.28422125741849
153,6.166024131829941
154,5.727333680074853
155,5.599253039355087
159,5.028443451881218
161,4.598436622760921
162,4.428466774485848
163,4.26352523322608
165,3.7520082225368
167,3.5244277253941254
168,3.3764769329390054
177,0.2295658340761344
196,0.037875662695312506
197,0.051628041599605545
198,0.22125411796439298
200,0.9092255646628722
201,1.299957198928281
203,1.7307321625258076
207,1.8105871819601838
209,1.7307554131431964
210,1.361664499979863
211,1.364869687882969
212,1.3832736000466461
213,1.4605117357015267
217,1.9046660060171554
220,2.03224471326514
221,1.8282699257663317
225,2.1509480792305276
230,1.8291469901370299
235,2.052027610798138
237,1.9307270863540076
241,2.044378534164199
242,2.1067963409738333
243,2.2990166341068594
244,2.745209097707427
246,2.3942654134162176
250,2.433506954549447
251,2.442427071576514
252,2.3825636743775185
255,2.424433441888059
256,2.8508706094077496
260,2.547125833538214
263,2.119899082109267
264,2.1560346807025077
265,2.1774605601967956
266,2.1553705278505824
268,2.2421171205177863
271,2.417316631052511
272,2.352688533471575
276,2.5461303612996353
277,2.6267157825973193
278,2.3211200078558782
279,2.3551976087157804
282,2.737512952707622
284,3.4142628355376488
289,3.867349880205369
291,2.369387309897075
292,2.3093075224004203
298,2.0707052973835367
300,2.329979920831004
301,2.6815008111620564
304,2.6054041549517954
305,2.5656585723268357
307,3.656138112825772
308,9.033495815365269
310,10.54692500898979
312,9.702867379039773
313,9.354776494211428
315,9.038976465412494
320,8.68035912674567
324,7.534837864741566
326,8.412364079105327
327,8.38493807266015
329,7.330127661588898
332,7.654869707788998
336,6.672083006770462
337,7.112234045157592
340,6.677483423350958
342,6.219547276347804
343,6.121495464943184
344,5.922765698811153
345,5.650653093618734
347,5.238155315469429
349,4.9796117180570665
350,4.822399641722025
351,4.498592360997187
355,4.096437541305442
356,3.944043872693044
358,3.346265272131661
359,3.1910021256698364
362,2.557897481196023
363,2.1883591936372317
366,0.27867507430308613
392,2.2479005929379356
394,2.5906609094351714
397,3.7670276900909085
398,3.9399821353073117
403,5.108711842391989
406,5.517103827358081
407,5.608679801006648
408,5.768525497039024
410,6.1040105076652384
415,6.671720146859924
416,6.794498074402583
417,6.897344907393759
418,6.91299432355815
419,7.1161975469480465
420,7.206726866379999
421,7.259513040894586
428,7.989007578568611
430,8.180919787079372
431,8.24354971085437
432,8.305364516881243
437,8.662938267071466
439,8.786007960446286
441,8.874732404227355
442,8.916601206840571
443,8.977907751735474
444,9.007135363786714
445,9.058039556997171
448,9.227773334169067
449,9.257886122918046
451,9.338919734783667
453,9.475544225011044
457,9.590800275619182
458,9.579799622057454
459,9.559837295389427
461,9.582667044012874
464,9.668389631975746
465,9.62191528276344
468,9.6896400337351
470,9.668076478528802
471,9.668864311303619
472,9.627995998145906
473,9.615366732481869
474,9.697174106401446
475,9.632957688715177
477,9.55384102552061
478,9.562246230655035
481,9.493529688747978
482,9.453329595552995
483,9.422429500399751
484,9.434542259575316
486,9.347067961824214
487,9.3324136947188
489,9.262490929379325
492,9.114927099223348
493,9.064472474956089
496,8.881710767427505
499,8.65091364508617
501,8.611768349406601
507,8.11011430577668
514,7.517886936483659
516,7.366464688059896
519,7.1798713667268945
520,7.1800666009557075
525,6.5927368630174135
529,6.052657080101106
530,5.873782044303758
531,5.740701523717774
533,5.555009726065222
535,5.149748315110129
538,4.839415676710294
539,4.752646841385347
541,4.26944416073789
543,4.128047702432217
544,3.9732810240781964
545,3.8444449078958494
549,2.947779280138767
552,2.211492335824757
553,1.8535814348263218
554,1.053257890033838
555,0.3710543675936959
577,0.04945618691871445
578,0.06469887435425381
579,0.11079034196938764
580,0.14358904113273852
581,0.17658440290773214
588,0.2992881624172661
590,0.3605982624782591
591,0.359400259176927
593,0.32100490109729485
594,0.3212083388318616
595,0.7219261762164049
597,0.4474569831494186
598,0.448843488662785
600,0.5057975186633961
602,0.598438615851034
603,0.6818981241470645
604,0.785343589612733
605,0.8018988394016695
606,0.7653679174210133
607,0.8721918470575183
609,0.8722632308044602
612,0.8693067486784507
613,0.881305720919098
615,0.9485906835713358
618,1.0810317182546036
621,1.1768335413867241
622,1.1864503350077875
624,1.2221527014532505
626,1.3502422990736953
628,1.3886722300102825
